Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
055.00829,JESTIN AUTO CASSE,35076285200019,Z.I. de Lavallot,29490,GUIPAVAS,FINISTERE,BRETAGNE,101999,2403199,4511Z,Commerce de voitures et de véhicules automobiles légers,,
053.01170,PASSARD,42984876500013,9 boulevard Winston Churchill,14400,SAINT-VIGOR-LE-GRAND,CALVADOS,BASSE-NORMANDIE,379962,2480250,4511Z,Commerce de voitures et de véhicules automobiles légers,,
052.02353,CDA COTE BASQUE,34277866900024,"34 bis, route de Pitoys",64600,ANGLET,PYRENEES-ATLANTIQUES,AQUITAINE,288015,1838537,4511Z,Commerce de voitures et de véhicules automobiles légers,,
074.04923,GIA,32262576500019,133 AV JEAN MERMOZ,93120,LA COURNEUVE,SEINE-SAINT-DENIS,ILE-DE-FRANCE,603572,2436783,4511Z,Commerce de voitures et de véhicules automobiles légers,,
074.04623,SUCCESSIF SARL,43988474300014,"287/289, Avenue de Fontainebleau",94320,THIAIS,VAL-DE-MARNE,ILE-DE-FRANCE,603863,2419031,4511Z,Commerce de voitures et de véhicules automobiles légers,,
072.03814,AUTOS PIECES SYLVAIN (SAS),41528907300017,"6 rue Albert Einstein
 ZAC BELLE AIRE",17440,AYTRE,CHARENTE-MARITIME,POITOU-CHARENTES,332993,2131922,4511Z,Commerce de voitures et de véhicules automobiles légers,,
066.02535,SABATIE ETS,48867628900017,2 traverse de Cabestany,66140,CANET-EN-ROUSSILLON,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON,655159,1744842,4511Z,Commerce de voitures et de véhicules automobiles légers,,
066.00543,PRETEMER AUTO SARL,77594243600020,CD 6100,30210,FOURNES,GARD,LANGUEDOC-ROUSSILLON,782000,1883400,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.15054,SMAC SAS,39401253800044,24-32 RUE SAINT ANDRE,93000,BOBIGNY,SEINE-SAINT-DENIS,ILE-DE-FRANCE,607754,2435258,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.12902,SPRA,41769622600014,21 AVENUE DE PARIS,91790,BOISSY-SOUS-SAINT-YON,ESSONNE,ILE-DE-FRANCE,590589,2395515,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.07389,ZITOUNTERK CASSE,39466001300019,CHEMIN DE LA PISTE,95500,BONNEUIL-EN-FRANCE,VAL-D'OISE,ILE-DE-FRANCE,606900,2441820,4511Z,Commerce de voitures et de véhicules automobiles légers,,
064.02655,RENAULT RETAIL GROUP ETS MARSEILLE MICHELET,31221230100500,134 bd Michelet BP 34,13266,MARSEILLE,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,846880,1815839,4511Z,Commerce de voitures et de véhicules automobiles légers,,
064.00426,SALAVERT,72298018200025,Rond-*Point Pompadour,84840,LAPALUD,VAUCLUSE,PROVENCE-ALPES-COTE-D'AZUR,787712,1925397,4511Z,Commerce de voitures et de véhicules automobiles légers,,
062.08054,AUTOCASSE DEL WILLY,48315300300015,ROUTE DE BAR-LE-DUC,55300,CHAUVONCOURT,MEUSE,LORRAINE,833947,2438337,4511Z,Commerce de voitures et de véhicules automobiles légers,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
062.01412,TIOZZO ( Garage ),40836579900035,Chemin de Lommerange,57240,KNUTANGE,MOSELLE,LORRAINE,868962,2489113,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.02526,GARAGE SAINT CLAIR,39502359100039,61 route de montville,76770,MALAUNAY,SEINE-MARITIME,HAUTE-NORMANDIE,506200,2504100,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.01188,A.B AUTOPIECES (Ets)CHARLES,44865091100010,43 route Nationale,76370,BERNEVAL-LE-GRAND,SEINE-MARITIME,HAUTE-NORMANDIE,517463,2551618,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.01153,GARAGE POLAERT SARL,42113315800012,Hameau de Saveaumare 25 route des Perrets,76680,MONTEROLIER,SEINE-MARITIME,HAUTE-NORMANDIE,528400,2515385,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.01070,GARAGE BON PORT,39197615600011,460 Route d'Elbeuf,27340,CRIQUEBEUF-SUR-SEINE,EURE,HAUTE-NORMANDIE,509930,2479015,4511Z,Commerce de voitures et de véhicules automobiles légers,,
057.01972,TEN CAR,43451281000038,ROUTE DE BOURGUIGNONS,10260,COURTENOT,AUBE,CHAMPAGNE-ARDENNES,746126,2351881,4511Z,Commerce de voitures et de véhicules automobiles légers,,
057.01311,POS BAZIN MICHEL,30820234000029,417 ROUTE DE BIESLES,52000,CHAMARANDES-CHOIGNES,HAUTE-MARNE,CHAMPAGNE-ARDENNES,811036,2349254,4511Z,Commerce de voitures et de véhicules automobiles légers,,
056.00338,BORNOT ET SERRE,30227848600022,"43, avenue d'Aubière",63800,COURNON-D'AUVERGNE,PUY-DE-DOME,AUVERGNE,666900,2082500,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.14057,PEDRON JP SARL,34450422000015,"2 rue des Villes Tanets
 B.P.54",22120,YFFINIAC,COTES-D'ARMOR,BRETAGNE,229500,2399199,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.03534,SAS BREIZ AUTO,33009604100018,ZI LES VALLEES,22640,PLENEE-JUGON,COTES-D'ARMOR,BRETAGNE,249033,2384574,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.01860,CASSE AUTO DU PETIT RESTO,39983459700011,Le Petit Resto,56700,MERLEVENEZ,MORBIHAN,BRETAGNE,182388,2318874,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.00123,RAHER AUTO DEMOLITION,45345119700017,Z.A. du Champ Blanc,22300,LANNION,COTES-D'ARMOR,BRETAGNE,173434,2430606,4511Z,Commerce de voitures et de véhicules automobiles légers,,
053.02226,AUTO 61,32972582400018,Le Rocher,61170,MONTCHEVREL,ORNE,BASSE-NORMANDIE,452377,2398825,4511Z,Commerce de voitures et de véhicules automobiles légers,,
053.00084,CAEN AUTO NEGOCE,39189638800033,ZI Caen canal,14550,BLAINVILLE-SUR-ORNE,CALVADOS,BASSE-NORMANDIE,408383,2473363,4511Z,Commerce de voitures et de véhicules automobiles légers,,
052.07042,SAS BTVA,39846750600026,6 LE PONT,33570,PETIT-PALAIS-ET-CORNEMPS,GIRONDE,AQUITAINE,410675,2000767,4511Z,Commerce de voitures et de véhicules automobiles légers,,
052.06936,SAS SADT,39952807400012,"AVENUE DES LACS
 BP 40026",64148,LONS,PYRENEES-ATLANTIQUES,AQUITAINE,376377,1815984,4511Z,Commerce de voitures et de véhicules automobiles légers,,
251.00057,CASSE AUTO SERVICES,53102820700037,,58200,COSNE-COURS-SUR-LOIRE,NIEVRE,BOURGOGNE,644366,2268197,4511Z,Commerce de voitures et de véhicules automobiles légers,,
127.00194,CASSE AUTO VAUVILERS,34841934200020,,70210,VAUVILLERS,HAUTE-SAONE,FRANCHE-COMTE,881037,2331512,4511Z,Commerce de voitures et de véhicules automobiles légers,,
127.00084,JAQU'AUTO,35009393600010,,70400,GRANGES-LA-VILLE,HAUTE-SAONE,FRANCHE-COMTE,918469,2293644,4511Z,Commerce de voitures et de véhicules automobiles légers,,
122.00040,DEPANNAGE 70,34841934200012,,70200,FROTEY-LES-LURE,HAUTE-SAONE,FRANCHE-COMTE,916631,2303544,4511Z,Commerce de voitures et de véhicules automobiles légers,,
106.00841,DEMOLITION SAINT GENOISE,32968171200017,,69564,SAINT-GENIS-LAVAL,RHONE,RHONE-ALPES,791296,2080152,4511Z,Commerce de voitures et de véhicules automobiles légers,,
070.06014,ACA,38031780000049,rue de l'épinette,59850,NIEPPE,NORD,NORD-PAS-DE-CALAIS,635600,2634600,4511Z,Commerce de voitures et de véhicules automobiles légers,,
070.04731,MVU,45276801300024,,59190,HAZEBROUCK,NORD,NORD-PAS-DE-CALAIS,613920,2636716,4511Z,Commerce de voitures et de véhicules automobiles légers,,
070.01911,LEJEUNE AUTOMOBILE,33535801600012,5 rue de la Grenouillère,62770,AUCHY-LES-HESDIN,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,583459,2600178,4511Z,Commerce de voitures et de véhicules automobiles légers,,
068.03564,SARL AUTO PIECE BURGUIERE,41104855600012,ROUTE DE MILLAU,12500,ESPALION,AVEYRON,MIDI-PYRENEES,631993,1944886,4511Z,Commerce de voitures et de véhicules automobiles légers,,
067.01943,star autos,34532912200021,1 av jean precheur,67120,DUPPIGHEIM,BAS-RHIN,ALSACE,988370,2404970,4511Z,Commerce de voitures et de véhicules automobiles légers,,
066.01654,BIANCONE SARL,30806746100027,ZI SUD Avenue Jean Monnet,30300,BEAUCAIRE,GARD,LANGUEDOC-ROUSSILLON,785408,1870005,4511Z,Commerce de voitures et de véhicules automobiles légers,,
066.00839,ACR 34 SARL VACHARD,37973350400011,,34300,AGDE,HERAULT,LANGUEDOC-ROUSSILLON,691996,1813076,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.11908,IPA MELUN,34317613700010,ZI DU CLOS ST LOUIS RUE DES FRERES THIBAULT,77190,DAMMARIE-LES-LYS,SEINE-ET-MARNE,ILE-DE-FRANCE,622765,2391180,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.09787,VOG,38406146100065,10 AVENUE PAUL LANGEVIN,95220,HERBLAY,VAL-D'OISE,ILE-DE-FRANCE,588090,2444089,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.03477,SARL ROSNY AUTO PIECES,35221137900016,101 RUE DE VILLIERS,78710,ROSNY-SUR-SEINE,YVELINES,ILE-DE-FRANCE,548274,2445050,4511Z,Commerce de voitures et de véhicules automobiles légers,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
065.02704,AUTO PIÈCES RECYCLAGE,34873977200047,ZA LA MEULE - D605,77115,SIVRY-COURTRY,SEINE-ET-MARNE,ILE-DE-FRANCE,630945,2392260,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.02310,AUTO 4,39915370900023,,77340,PONTAULT-COMBAULT,SEINE-ET-MARNE,ILE-DE-FRANCE,619730,2422286,4511Z,Commerce de voitures et de véhicules automobiles légers,,
064.00465,DURANCE DEPANNAGE AUTO MOTO,43272870700014,"156, rue ROBERVAL
 ZI Terre du Fort",84120,PERTUIS,VAUCLUSE,PROVENCE-ALPES-COTE-D'AZUR,855558,1859479,4511Z,Commerce de voitures et de véhicules automobiles légers,,
064.00422,SAS CRA AUTOMOBILE,43783722200029,"2872, Route d'Orange - R.N. 7",84700,SORGUES,VAUCLUSE,PROVENCE-ALPES-COTE-D'AZUR,803412,1893162,4511Z,Commerce de voitures et de véhicules automobiles légers,,
061.08431,ANG AUTOS DEMOLITION,43339388100027,,69490,PONTCHARRA-SUR-TURDINE,RHONE,RHONE-ALPES,767163,2099400,4511Z,Commerce de voitures et de véhicules automobiles légers,,
061.03991,GENAY AUTO PIECES,44477581100011,,69730,GENAY,RHONE,RHONE-ALPES,794300,2102800,4511Z,Commerce de voitures et de véhicules automobiles légers,,
059.02128,sarl J3A AUTO,32904712000038,,70200,SAINT-GERMAIN,HAUTE-SAONE,FRANCHE-COMTE,914423,2310928,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.02199,BRUNO Pièces Détachées,43233223700028,Rue du Bois Saint-Jacques,76970,MOTTEVILLE,SEINE-MARITIME,HAUTE-NORMANDIE,492789,2516689,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.01810,ETABLISSEMENTS SILLIARD ERIC (ERIC AUTOS,43041205600029,"13, rue de la Corderie",76190,YVETOT,SEINE-MARITIME,HAUTE-NORMANDIE,485437,2514711,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.04187,VANDENKERCKHOVE (Ets),78818496800014,ZI de Ste Croix,22190,PLERIN,COTES-D'ARMOR,BRETAGNE,222773,2405062,4511Z,Commerce de voitures et de véhicules automobiles légers,,
052.07979,SUD OUEST AUTOMOBILE 33,34300321600011,20 rue Baudin,33110,LE BOUSCAT,GIRONDE,AQUITAINE,367261,1989646,4511Z,Commerce de voitures et de véhicules automobiles légers,,
051.04186,AUTODICO,31229844100048,,60330,LE PLESSIS-BELLEVILLE,OISE,PICARDIE,630618,2455522,4511Z,Commerce de voitures et de véhicules automobiles légers,,
074.10391,SORBIERS AUTO,70204640000033,3 AVENUE DE LA CARELLE,94290,VILLENEUVE-LE-ROI,VAL-DE-MARNE,ILE-DE-FRANCE,606000,2415100,4511Z,Commerce de voitures et de véhicules automobiles légers,,
070.04298,Epav'Auto,33038650900013,route de Steendam,59210,COUDEKERQUE-BRANCHE,NORD,NORD-PAS-DE-CALAIS,603444,2669037,4511Z,Commerce de voitures et de véhicules automobiles légers,,
065.12175,DEM'S AUTOS FRANCE,34127333200054,11 RUE DU ROUSSILLON,91220,BRETIGNY-SUR-ORGE,ESSONNE,ILE-DE-FRANCE,597970,2401092,4511Z,Commerce de voitures et de véhicules automobiles légers,,
062.07751,AUTO YUTZ,49024886100018,"ZI ACTYPOLE
 85 rue de Bordeaux",57970,YUTZ,MOSELLE,LORRAINE,880074,2491450,4511Z,Commerce de voitures et de véhicules automobiles légers,,
062.07718,AUTO DISCOUNT 54,30892233500051,1340 AVENUE GENERAL DIGEARD,54200,TOUL,MEURTHE-ET-MOSELLE,LORRAINE,861121,2414951,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.02054,Cabe Ets Lalaurie,34494381600019,Z.A. - 12 rue Georges Braque,76290,MONTIVILLIERS,SEINE-MARITIME,HAUTE-NORMANDIE,444711,2507548,4511Z,Commerce de voitures et de véhicules automobiles légers,,
057.02821,ARDEN PIECES AUTO,38266100700015,ZA du Haut de la Donchère / Impasse Long Pré,08130,ATTIGNY,ARDENNES,CHAMPAGNE-ARDENNES,762568,2500200,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.06992,AUTO DEMOLITION VITREENNE,43039926100014,route de la Guerche,35500,VITRE,ILLE-ET-VILAINE,BRETAGNE,335950,2353158,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.03463,RIO Christian Automobiles,33751873200017,6 rue de la Haie de Terre,35650,LE RHEU,ILLE-ET-VILAINE,BRETAGNE,292530,2351493,4511Z,Commerce de voitures et de véhicules automobiles légers,,
053.02464,THEBAULT AUTO PIECES,42477856100029,La Mallière,61190,LA VENTROUZE,ORNE,BASSE-NORMANDIE,479048,2402414,4511Z,Commerce de voitures et de véhicules automobiles légers,,
051.00213,SEVP 2A,34024244500054,ROUTE DE MONS,02000,LAON,AISNE,PICARDIE,694019,2508811,4511Z,Commerce de voitures et de véhicules automobiles légers,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
051.07906,Auto Crash du Vexin,79067270300010,,60240,FLEURY,OISE,PICARDIE,573079,2471611,4511Z,Commerce de voitures et de véhicules automobiles légers,,
072.02872,RTG,37828303000013,LA CHOLLERIE,79130,SECONDIGNY,DEUX-SEVRES,POITOU-CHARENTES,389048,2182626,4511Z,Commerce de voitures et de véhicules automobiles légers,,
053.02986,RAUVILLE,32859517800059,route du bourg,50480,BLOSVILLE,MANCHE,BASSE-NORMANDIE,336642,2492151,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.01665,AUTO RECUPERATION (M. BIRIEN MARC),33052585800016,Bellevue,56950,CRACH,MORBIHAN,BRETAGNE,199187,2304299,4511Z,Commerce de voitures et de véhicules automobiles légers,,
055.01869,SOS PIECES AUTO,42866643200011,ZA du Barderff,56500,MOREAC,MORBIHAN,BRETAGNE,214800,2337099,4511Z,Commerce de voitures et de véhicules automobiles légers,,
057.02148,AUTO CASSE THIEBAULT,44406872000010,12 rue Denis Papin ZI des Pivoisons,10430,ROSIERES-PRES-TROYES,AUBE,CHAMPAGNE-ARDENNES,729000,2363900,4511Z,Commerce de voitures et de véhicules automobiles légers,,
058.03650,AUTO PIECES LESIEUX,43127756500013,RUE FOURIER ZI N°2,27000,EVREUX,EURE,HAUTE-NORMANDIE,512206,2447889,4511Z,Commerce de voitures et de véhicules automobiles légers,,
067.01756,MP AUTOS,41025216700029,22 RUE DU CHENE,67420,SAALES,BAS-RHIN,ALSACE,953388,2382899,4511Z,Commerce de voitures et de véhicules automobiles légers,,
067.01855,SOCIETE AJ AUTO DEMOLITION,48856481600020,4 RUE DU PRESIDENT POINCARE,67330,BOUXWILLER,BAS-RHIN,ALSACE,977700,2437400,4511Z,Commerce de voitures et de véhicules automobiles légers,,
068.03275,J'AUTOCASS SAS,34995419800025,Aux Ponts,32370,SAINTE-CHRISTIE-D'ARMAGNAC,GERS,MIDI-PYRENEES,411064,1867471,4511Z,Commerce de voitures et de véhicules automobiles légers,,
068.03281,SARL TACOT 32,38033842600014,ZONE ARTISANALE DU MOULIN,32550,PAVIE,GERS,MIDI-PYRENEES,459181,1846468,4511Z,Commerce de voitures et de véhicules automobiles légers,,
068.03330,SARL PREIGNAN AUTOMOBILE,51308409500019,RN 21,32810,PREIGNAN,GERS,MIDI-PYRENEES,461835,1858052,4511Z,Commerce de voitures et de véhicules automobiles légers,,
068.03986,EURO AUTOMOBILES,41986332900019,08 AVENUE DIDIER DAURAT PROLONGEE,31400,TOULOUSE,HAUTE-GARONNE,MIDI-PYRENEES,528400,1844661,4511Z,Commerce de voitures et de véhicules automobiles légers,,
070.04297,Auto Pièces 59,39918636000018,,59210,COUDEKERQUE-BRANCHE,NORD,NORD-PAS-DE-CALAIS,603444,2669037,4511Z,Commerce de voitures et de véhicules automobiles légers,,
072.02507,VO 17 - AUTO PIECES,40365531900024,2rue du Gros Sillon,17290,CHAMBON,CHARENTE-MARITIME,POITOU-CHARENTES,353756,2130384,4511Z,Commerce de voitures et de véhicules automobiles légers,,
072.02515,GENEVE OCCASION SAS,33803085100046,"199 RUE JEAN JAURES
 ZI DE ST FLORENT",79000,NIORT,DEUX-SEVRES,POITOU-CHARENTES,384255,2150596,4511Z,Commerce de voitures et de véhicules automobiles légers,,
074.09770,CHEVILLY AUTOS SPORT,31501226000016,368 AVENUE DE STALINGRAD,94550,CHEVILLY-LARUE,VAL-DE-MARNE,ILE-DE-FRANCE,602269,2418849,4511Z,Commerce de voitures et de véhicules automobiles légers,,
061.03199,INDRA SAS (ex A7 AUTOPIECES),40064129600050,"1674, route de chasse",38200,SEYSSUEL,ISERE,RHONE-ALPES,796317,2065311,4511Z,Commerce de voitures et de véhicules automobiles légers,,
062.04228,MONTOY POIDS LOURDS,37380055600012,Route de Sarrebruck,57645,MONTOY-FLANVILLE,MOSELLE,LORRAINE,887789,2465366,4511Z,Commerce de voitures et de véhicules automobiles légers,,
063.02466,RECUPERATION AUTO JOBARD,32178990100030,"Le Point du Jour
 Route de Cholet",49610,MOZE-SUR-LOUET,MAINE-ET-LOIRE,PAYS-DE-LA-LOIRE,382012,2265975,4511Z,Commerce de voitures et de véhicules automobiles légers,,
066.00632,TERREIL EURL,44265572600010,2 Route de Russan,30000,NIMES,GARD,LANGUEDOC-ROUSSILLON,762639,1873015,4511Z,Commerce de voitures et de véhicules automobiles légers,,
072.01587,HEULIEZ SAS,52303597000020,"7, rue louis HEULIEZ BP 70209",79140,CERIZAY,DEUX-SEVRES,POITOU-CHARENTES,370830,2206763,4519Z,Commerce d'autres véhicules automobiles,2.(f),Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
062.00833,Evobus France Site de production de Ligny en Barrois,66201806800038,ZI Route de Gondrecourt BP 38,55500,LIGNY-EN-BARROIS,MEUSE,LORRAINE,819945,2414078,4519Z,Commerce d'autres véhicules automobiles,,
070.02276,SOCIETE DU POIDS LOURD,31981484400019,Z.I. A rue Marcel Dassault BP 206,59472,SECLIN,NORD,NORD-PAS-DE-CALAIS,649200,2617500,4519Z,Commerce d'autres véhicules automobiles,,
062.07652,MAYEUR FRERES,33470806200016,"91, rue du Port",55000,BAR-LE-DUC,MEUSE,LORRAINE,808241,2422826,4519Z,Commerce d'autres véhicules automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
055.01552,SA LE BRIS OCCASIONS POIDS LOURDS,35164339000013,,35530,SERVON-SUR-VILAINE,ILLE-ET-VILAINE,BRETAGNE,317300,2353749,4519Z,Commerce d'autres véhicules automobiles,,
072.06447,VM AUTOMATERIELS,32987901900019,"RN 11- lieu dit les Moines - 
 Loiré de Vérines",17540,VERINES,CHARENTE-MARITIME,POITOU-CHARENTES,345048,2137926,4520A,Entretien et réparation de véhicules automobiles légers,,
070.04366,AUTOMECAPIECES,45194121900011,"451, rue du Berger",59135,BELLAING,NORD,NORD-PAS-DE-CALAIS,677800,2597189,4520A,Entretien et réparation de véhicules automobiles légers,,
070.01818,SARL HARDY MAURICE,32871673300014,37 ROUTE NATIONALE 1,62360,SAINT-LEONARD,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,549178,2633026,4520A,Entretien et réparation de véhicules automobiles légers,,
063.02944,BAUDON DEMOLITION AUTOMOBILE,32290093700010,Zone Industrielle du Bois Joly - BP 222,85500,LES HERBIERS,VENDEE,PAYS-DE-LA-LOIRE,344419,2213278,4520A,Entretien et réparation de véhicules automobiles légers,,
057.01210,Garage Baudoin,38231233800033,10 rue de la prairie,08000,CHARLEVILLE-MEZIERES,ARDENNES,CHAMPAGNE-ARDENNES,771800,2532000,4520A,Entretien et réparation de véhicules automobiles légers,,
055.15469,DEPANN'AUTO,49869616000015,La Janaie,35230,VERN-SUR-SEICHE,ILLE-ET-VILAINE,BRETAGNE,306400,2346012,4520A,Entretien et réparation de véhicules automobiles légers,,
055.04210,AUTO 22,50389378600015,ZA de la Garenne,22110,ROSTRENEN,COTES-D'ARMOR,BRETAGNE,180300,2374699,4520A,Entretien et réparation de véhicules automobiles légers,,
053.00776,GLOS AUTOMOBILE,43816584700015,RN13 ZI de la Briqueterie,14100,GLOS,CALVADOS,BASSE-NORMANDIE,449811,2460448,4520A,Entretien et réparation de véhicules automobiles légers,,
052.08312,SARL RAMEAU JC ET FILS,44070261100011,LES FARGUETTES,24520,SAINT-NEXANS,DORDOGNE,AQUITAINE,458519,1979725,4520A,Entretien et réparation de véhicules automobiles légers,,
052.08272,FLASH AUTO 24,50384738600011,13 ROUTE DE MARIVAAL,24430,MARSAC-SUR-L'ISLE,DORDOGNE,AQUITAINE,468226,2021818,4520A,Entretien et réparation de véhicules automobiles légers,,
072.02856,CASSE AUTO BRETEAU,32319686500014,"3 chemin du clos
 boucoeur",79330,SAINT-VARENT,DEUX-SEVRES,POITOU-CHARENTES,404174,2213174,4520A,Entretien et réparation de véhicules automobiles légers,,
072.02188,SARL BRESSUIRE RECUP'AUTO,43188336200011,"CHAMP THIBAULT
 SAINT SAUVEUR",79300,BRESSUIRE,DEUX-SEVRES,POITOU-CHARENTES,384003,2208374,4520A,Entretien et réparation de véhicules automobiles légers,,
070.04033,AUTO 2000,34246349400027,Lieudit La Couture Maille,59168,BOUSSOIS,NORD,NORD-PAS-DE-CALAIS,721630,2589547,4520A,Entretien et réparation de véhicules automobiles légers,,
063.01966,RIVARD PHILIPPE,39871904700019,Le Bourg,72600,LOUZES,SARTHE,PAYS-DE-LA-LOIRE,449362,2382887,4520A,Entretien et réparation de véhicules automobiles légers,,
055.00768,JCLB-EVEN AUTO,39407851300014,ZI de Gouerven,29260,LESNEVEN,FINISTERE,BRETAGNE,108925,2417848,4520A,Entretien et réparation de véhicules automobiles légers,,
053.01841,PESNEL PHILIPPE,32436240900025,"22, Village de Fanoville",50630,LA PERNELLE,MANCHE,BASSE-NORMANDIE,337000,2519700,4520A,Entretien et réparation de véhicules automobiles légers,,
053.00567,SARL BENOIST AUTO PIECES,52916168900011,Route de Tilly,14400,MONCEAUX-EN-BESSIN,CALVADOS,BASSE-NORMANDIE,379200,2476500,4520A,Entretien et réparation de véhicules automobiles légers,,
100.08067,LESEVE TDRA,41397786900028,ZI MARTIGNY,37210,PARCAY-MESLAY,INDRE-ET-LOIRE,CENTRE,480000,2272500,4520A,Entretien et réparation de véhicules automobiles légers,,
072.04315,SARL AUTOCCASION,48403356800011,410 RUE SAINT GILLES,17700,SURGERES,CHARENTE-MARITIME,POITOU-CHARENTES,361274,2127716,4520A,Entretien et réparation de véhicules automobiles légers,,
066.01101,ARTISANS REUNIS 34,44493969800015,"630 rue du Mas Saint Pierre
 ZI Marché Gare",34070,MONTPELLIER,HERAULT,LANGUEDOC-ROUSSILLON,724469,1846191,4520A,Entretien et réparation de véhicules automobiles légers,,
058.01196,HERVIEUX SOS DEPANNAGE,43390887800013,3 Bis rue de l'Abreuvoir,76450,SASSEVILLE,SEINE-MARITIME,HAUTE-NORMANDIE,480534,2533870,4520A,Entretien et réparation de véhicules automobiles légers,,
057.01837,Pièces Auto 2001,41050471600029,26 rue du Général Micheler,51100,REIMS,MARNE,CHAMPAGNE-ARDENNES,723707,2474468,4520A,Entretien et réparation de véhicules automobiles légers,,
056.00397,DOBLER AUTO PIECES,43962383600012,38 route de clermont,63920,PESCHADOIRES,PUY-DE-DOME,AUVERGNE,689800,2092500,4520A,Entretien et réparation de véhicules automobiles légers,,
056.00106,CHAUVIN,40285874000010,Chemin de Michelet,03400,YZEURE,ALLIER,AUVERGNE,678724,2175460,4520A,Entretien et réparation de véhicules automobiles légers,,
055.01672,COLENO (BRETAGNE RECUPERATION AUTO),33749072600011,Penrho,56250,ELVEN,MORBIHAN,BRETAGNE,230700,2315300,4520A,Entretien et réparation de véhicules automobiles légers,,
055.01073,EURL Thierry BOULANGER,43418861100017,kervézennec,29640,PLOUGONVEN,FINISTERE,BRETAGNE,153426,2408587,4520A,Entretien et réparation de véhicules automobiles légers,,
053.01102,JACKY GALLIER,32767752200028,Route Nationale,14420,SOUMONT-SAINT-QUENTIN,CALVADOS,BASSE-NORMANDIE,411748,2445308,4520A,Entretien et réparation de véhicules automobiles légers,,
052.07907,EV CASS'AUTO 117 SARL,49516881700015,381 CHEMIN LABARTHE,64270,RAMOUS,PYRENEES-ATLANTIQUES,AQUITAINE,338378,1841007,4520A,Entretien et réparation de véhicules automobiles légers,,
052.07882,SARL ALBERDI,34425997300016,ZI LES JONCAUX,64700,HENDAYE,PYRENEES-ATLANTIQUES,AQUITAINE,266595,1827241,4520A,Entretien et réparation de véhicules automobiles légers,,
246.00007,CHAGNY AUTO CASSE,78916332600026,,71150,CHAGNY,SAONE-ET-LOIRE,BOURGOGNE,784045,2215111,4520A,Entretien et réparation de véhicules automobiles légers,,
100.06180,SML,39267746400019,ZAC ARBORIA 400 RUE DES MERISIERS,45700,PANNES,LOIRET,CENTRE,624600,2335512,4520A,Entretien et réparation de véhicules automobiles légers,,
074.04999,SDRA,31854766800034,38 RUE PERROTIN,92220,BAGNEUX,HAUTS-DE-SEINE,ILE-DE-FRANCE,597477,2422012,4520A,Entretien et réparation de véhicules automobiles légers,,
072.08242,CANYON'S 4X4,33852475400060,,17200,SAINT-SULPICE-DE-ROYAN,CHARENTE-MARITIME,POITOU-CHARENTES,339237,2080178,4520A,Entretien et réparation de véhicules automobiles légers,,
072.04052,SUD OUEST AUTOS,51769460000019,ZONE D'EMPLOI,16110,TAPONNAT-FLEURIGNAC,CHARENTE,POITOU-CHARENTES,450037,2088300,4520A,Entretien et réparation de véhicules automobiles légers,,
068.05795,BACQUIE AUTOMOBILES SAS,53310194500012,"97, AVENUE CHARLES DE GAULLE",32500,FLEURANCE,GERS,MIDI-PYRENEES,465816,1872982,4520A,Entretien et réparation de véhicules automobiles légers,,
