Identifiant,Nom_Etablissement,Numero_SIRET,Adresse,Code_Postal,Commune,Departement,Region,Coordonnees_X,Coordonnees_Y,Code_APE,Libelle_APE,code_eprtr,libelle_eprtr
068.04720,GARAGE INTERNATIONAL HERNANDEZ,40260841800016,16 ROUTE DE BESSIERES,31780,CASTELGINEST,HAUTE-GARONNE,MIDI-PYRENEES,526600,1855300,4520A,Entretien et réparation de véhicules automobiles légers,,
068.02943,BOARIN DAVID,38047711700010,"12 ET 14 ROUTE DE PEYSSIES
 QUARTIER ST MICHEL",31390,CARBONNE,HAUTE-GARONNE,MIDI-PYRENEES,509656,1810996,4520A,Entretien et réparation de véhicules automobiles légers,,
066.01647,SARL SEDEM 30,37891128300018,route de Bellegarde,30129,MANDUEL,GARD,LANGUEDOC-ROUSSILLON,771851,1870944,4520A,Entretien et réparation de véhicules automobiles légers,,
066.01179,SARL ETS CAUQUIL,38037194800015,,34390,PREMIAN,HERAULT,LANGUEDOC-ROUSSILLON,640234,1836336,4520A,Entretien et réparation de véhicules automobiles légers,,
066.00374,ACCI AUTO,52203733200023,,11800,TREBES,AUDE,LANGUEDOC-ROUSSILLON,608767,1800861,4520A,Entretien et réparation de véhicules automobiles légers,,
065.08470,AUTO 2001,30924643700011,RN 370 LES TULIPES DE FRANCE,95500,GONESSE,VAL-D'OISE,ILE-DE-FRANCE,607472,2442850,4520A,Entretien et réparation de véhicules automobiles légers,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
065.03090,M P A Magique Pieces Auto,44974953000019,,77410,VILLEVAUDE,SEINE-ET-MARNE,ILE-DE-FRANCE,623021,2435494,4520A,Entretien et réparation de véhicules automobiles légers,,
064.00096,RECUP DIFFUSION PIECES AUTOS,35364406500024,ZA Pas de Menc,83560,VINON-SUR-VERDON,VAR,PROVENCE-ALPES-COTE-D'AZUR,880399,1864300,4520A,Entretien et réparation de véhicules automobiles légers,,
063.03076,SARL COURTOIS,43295772800012,Chemin Pérou,44620,LA MONTAGNE,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,294952,2251061,4520A,Entretien et réparation de véhicules automobiles légers,,
055.01666,DEPANAUTO AURAY,77780047500025,Le Bourdello,56850,CRACH,MORBIHAN,BRETAGNE,199187,2304299,4520A,Entretien et réparation de véhicules automobiles légers,,
052.00222,DEPANNAGE PH VERDIER SAS,33908892400016,,24750,TRELISSAC,DORDOGNE,AQUITAINE,476363,2022174,4520A,Entretien et réparation de véhicules automobiles légers,,
067.05316,THOMAS AUTOMOBILES,50224624200015,8 RUE GUTENBERG,68800,VIEUX-THANN,HAUT-RHIN,ALSACE,958162,2322575,4520A,Entretien et réparation de véhicules automobiles légers,,
066.03714,NIM'TOUT TERRAIN SARL,42005053600028,"234, chemin bas de Marguerittes
 zone d'activité de Peyrouse",30320,MARGUERITTES,GARD,LANGUEDOC-ROUSSILLON,769738,1875356,4520A,Entretien et réparation de véhicules automobiles légers,,
066.02558,SARL ROUSSET,32837699100035,72 ZA LA MERIDIENNE,48100,MARVEJOLS,LOZERE,LANGUEDOC-ROUSSILLON,675774,1950600,4520A,Entretien et réparation de véhicules automobiles légers,,
063.03713,CPMV SARL,45369000000014,Le Bouillon,53140,LA PALLU,MAYENNE,PAYS-DE-LA-LOIRE,405200,2393100,4520A,Entretien et réparation de véhicules automobiles légers,,
055.01431,BRUNET (SARL GARAGE BRUNET),32788599200013,Route de Bain,35150,JANZE,ILLE-ET-VILAINE,BRETAGNE,313874,2335913,4520A,Entretien et réparation de véhicules automobiles légers,,
053.02883,BENOIST AUTO PIECES,32488652200022,ZI du Martray,14730,GIBERVILLE,CALVADOS,BASSE-NORMANDIE,408800,2468200,4520A,Entretien et réparation de véhicules automobiles légers,,
057.02840,Sté ADO (Ordan),49798681000024,Chemin de St Gibrien,51000,CHALONS-SUR-MARNE,MARNE,CHAMPAGNE-ARDENNES,748493,2441748,4520A,Entretien et réparation de véhicules automobiles légers,,
061.08692,CENTRE DEMOLITION AUTO,31077256100018,,69200,VENISSIEUX,RHONE,RHONE-ALPES,797826,2081633,4520A,Entretien et réparation de véhicules automobiles légers,,
072.03085,ETS BOHAN,32639283400023,,86100,CHATELLERAULT,VIENNE,POITOU-CHARENTES,462903,2203377,4520A,Entretien et réparation de véhicules automobiles légers,,
074.06249,CASSE DIDEROT,39251324800014,IMPASSE DIDEROT,93500,PANTIN,SEINE-SAINT-DENIS,ILE-DE-FRANCE,605344,2432656,4520A,Entretien et réparation de véhicules automobiles légers,,
063.02061,CASSE AUTO MANCELLE,47970590700018,"La Croix des Epinettes
 Rue de Ruaudin",72560,CHANGE,SARTHE,PAYS-DE-LA-LOIRE,446711,2334084,4520A,Entretien et réparation de véhicules automobiles légers,,
063.02646,LALOUETTE Huguette,48448712900013,RN 138,72610,OISSEAU-LE-PETIT,SARTHE,PAYS-DE-LA-LOIRE,433100,2374500,4520A,Entretien et réparation de véhicules automobiles légers,,
071.01255,SAMARAPATY,42181189400011,"505, chemin Grand Canal
 ZA de Champ Borne",97440,Saint-André,REUNION,REUNION,172454.284508452,69687.737943755,4520A,Entretien et réparation de véhicules automobiles légers,,
182.00019,QRO,39435783400024,Avenue Croix Sud,11100,NARBONNE,AUDE,LANGUEDOC-ROUSSILLON,654400,1798598,4520A,Entretien et réparation de véhicules automobiles légers,,
090.00302,1 RTir,13000256100012,,88013,EPINAL,VOSGES,LORRAINE,905464,2360624,4520B,Entretien et réparation d'autres véhicules automobiles,,
090.00280,1er RCH,13000706500019,,55108,THIERVILLE-SUR-MEUSE,MEUSE,LORRAINE,820011,2467674,4520B,Entretien et réparation d'autres véhicules automobiles,,
074.06465,AUTOS PIECES DU FORT,30255506500010,129 AVENUE MARX DORMOY,94500,CHAMPIGNY-SUR-MARNE,VAL-DE-MARNE,ILE-DE-FRANCE,612797,2423905,4520B,Entretien et réparation d'autres véhicules automobiles,,
065.02584,PEREZ LOGISTIQUE,77570509800025,rue saint quirin,77165,SAINT-SOUPPLETS,SEINE-ET-MARNE,ILE-DE-FRANCE,633872,2448817,4520B,Entretien et réparation d'autres véhicules automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
063.02602,CLAVIER Sébastien,40023449800014,ZI de la Forêt,44830,BOUAYE,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,294337,2246037,4520B,Entretien et réparation d'autres véhicules automobiles,,
090.00119,6° RMAT Détachement de Gresswiller,13000091200019,"Quartier Chassepot
 BP 95172",67125,MOLSHEIM,BAS-RHIN,ALSACE,980238,2406045,4520B,Entretien et réparation d'autres véhicules automobiles,,
063.01398,TRISTONE FLOWTECH FRANCE,52298519100025,1 rue Tertre,44474,CARQUEFOU,LOIRE-ATLANTIQUE,PAYS-DE-LA-LOIRE,310445,2262300,4531Z,Commerce de gros d'équipements automobiles,,
061.03318,BORGWARNER FRANCE SAS,44940007600021,Rue Joanny Desage,42140,CHAZELLES-SUR-LYON,LOIRE,RHONE-ALPES,760247,2073041,4531Z,Commerce de gros d'équipements automobiles,,
247.00109,TOURNUS DEMOLITION AUTO,33060672400012,"RN 6
 BP 50
 QUARTIER MONPLAISIR",71700,TOURNUS,SAONE-ET-LOIRE,BOURGOGNE,797079,2177117,4531Z,Commerce de gros d'équipements automobiles,,
072.07419,JOHNSON CONTROLS APS,48952374600027,Zone Industrielle,16440,NERSAC,CHARENTE,POITOU-CHARENTES,422169,2072037,4531Z,Commerce de gros d'équipements automobiles,,
062.01879,CENTRAL AUTOS - Mme EBERLE Nathalie,41954160200019,",Zone Artisanale",57350,SCHOENECK,MOSELLE,LORRAINE,934200,2478800,4531Z,Commerce de gros d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
164.00011,N7 AUTO PIECES,42864547700020,,03400,YZEURE,ALLIER,AUVERGNE,678724,2175460,4531Z,Commerce de gros d'équipements automobiles,,
072.06786,ETS MAYOUX,33960175900030,1562 route claude bonnier,16590,BRIE,CHARENTE,POITOU-CHARENTES,436996,2084267,4531Z,Commerce de gros d'équipements automobiles,,
055.17681,ETS FERRON,34281073600021,,35501,VITRE,ILLE-ET-VILAINE,BRETAGNE,335950,2353158,4531Z,Commerce de gros d'équipements automobiles,,
062.01832,ETABLISSEMENTS JACQUES BRUNNER,31495443900019,Rue Sarre,57400,SARREBOURG,MOSELLE,LORRAINE,946534,2425485,4531Z,Commerce de gros d'équipements automobiles,,
051.00592,SEVP AUTO,34024244500039,418 RUE DE PARIS,02100,SAINT-QUENTIN,AISNE,PICARDIE,667957,2539585,4531Z,Commerce de gros d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
065.03317,AVENYR,70980433000096,AVENUE DU VAL,78520,LIMAY,YVELINES,ILE-DE-FRANCE,555829,2444400,4531Z,Commerce de gros d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
108.00004,SARL FLASH AUTO,42921159200010,"404 CHEMIN DES GRANDS MARAIS
 SORCY",74550,ORCIER,HAUTE-SAVOIE,RHONE-ALPES,919800,2154300,4531Z,Commerce de gros d'équipements automobiles,,
247.00095,SAINT MARCEL AUTO MIECES,39847038500012,26 Route d'Oslon,71380,SAINT-MARCEL,SAONE-ET-LOIRE,BOURGOGNE,795200,2200300,4532Z,Commerce de détail d'équipements automobiles,,
074.03761,S.A.R.L.GARCIA,40793224300014,25.27 RUE DE L'INDUSTRIE,93000,BOBIGNY,SEINE-SAINT-DENIS,ILE-DE-FRANCE,607754,2435258,4532Z,Commerce de détail d'équipements automobiles,,
072.04403,MARTIN GILBERT ET FILS SARL,39248148700016,19 ROUTE DE NIEUL,17250,SOULIGNONNE,CHARENTE-MARITIME,POITOU-CHARENTES,357278,2091163,4532Z,Commerce de détail d'équipements automobiles,,
072.01904,sarl aupy freres,33414796400020,zi fief du roy rue louis bleriot,16100,CHATEAUBERNARD,CHARENTE,POITOU-CHARENTES,393485,2078034,4532Z,Commerce de détail d'équipements automobiles,,
070.04066,CARAMBOLAGE 59,37885121600010,"51, Rue Parmentier",59156,LOURCHES,NORD,NORD-PAS-DE-CALAIS,672500,2591500,4532Z,Commerce de détail d'équipements automobiles,,
065.05951,SPORT AUTO,65810839400029,3 AVENUE DU GENERAL LECLERC,95480,PIERRELAYE,VAL-D'OISE,ILE-DE-FRANCE,586800,2447200,4532Z,Commerce de détail d'équipements automobiles,,
063.04011,SOREMAINE VL JLP,48004924600014,ZA LA BROSSE BP 12,72700,SPAY,SARTHE,PAYS-DE-LA-LOIRE,436608,2327200,4532Z,Commerce de détail d'équipements automobiles,,
062.06264,AUTO CASSE CHANEL,34879491800022,Z.I de la gare,88230,FRAIZE,VOSGES,LORRAINE,946740,2364200,4532Z,Commerce de détail d'équipements automobiles,,
061.05181,MELI JEAN,51864046100019,ZI de Chezieu,42610,SAINT-ROMAIN-LE-PUY,LOIRE,RHONE-ALPES,739465,2063240,4532Z,Commerce de détail d'équipements automobiles,,
053.01180,PIECES AUTO 14,33856440400014,La Mainterie,14350,SAINTE-MARIE-LAUMONT,CALVADOS,BASSE-NORMANDIE,362700,2440593,4532Z,Commerce de détail d'équipements automobiles,,
108.00512,Demol'Rochoise,53286578900012,"222, rue des Gentianes
 Zone Industrielle de la Balme",74800,LA ROCHE-SUR-FORON,HAUTE-SAVOIE,RHONE-ALPES,907494,2126354,4532Z,Commerce de détail d'équipements automobiles,,
070.04091,modern cass,38980863500012,665 rue victor hugo,59690,VIEUX-CONDE,NORD,NORD-PAS-DE-CALAIS,687500,2607900,4532Z,Commerce de détail d'équipements automobiles,,
070.03997,BEAGHE,47628066400030,140 rue de Leers,59100,ROUBAIX,NORD,NORD-PAS-DE-CALAIS,660179,2633493,4532Z,Commerce de détail d'équipements automobiles,,
070.02919,VAMPLUS,31859921400018,1410 rue Ecluse Carré - Le coin des Picards,62730,LES ATTAQUES,PAS-DE-CALAIS,NORD-PAS-DE-CALAIS,571648,2657289,4532Z,Commerce de détail d'équipements automobiles,,
066.00838,sarl d exploitation agde auto pieces,49875094200019,9 rue p p riquet zi bp 40002,34300,AGDE,HERAULT,LANGUEDOC-ROUSSILLON,691996,1813076,4532Z,Commerce de détail d'équipements automobiles,,
065.12289,AUTO PIECES D' OCCASIONS,40051412100013,"529 RUE EINSTEIN
 Z-I",77000,VAUX-LE-PENIL,SEINE-ET-MARNE,ILE-DE-FRANCE,624868,2391392,4532Z,Commerce de détail d'équipements automobiles,,
065.12208,PIECES AUTO DULIN,44418216600025,25/27 AVENUE DU 8 MAI 1945,91100,CORBEIL-ESSONNES,ESSONNE,ILE-DE-FRANCE,610300,2401200,4532Z,Commerce de détail d'équipements automobiles,,
062.07847,KASS'AUTO Terville,35119273700010,"45, boucle du ferronier",57180,TERVILLE,MOSELLE,LORRAINE,876019,2489894,4532Z,Commerce de détail d'équipements automobiles,,
062.04795,AUTO CASSE 3000,40412258200012,RUE GEORGES BIZET,54500,VANDOEUVRE-LES-NANCY,MEURTHE-ET-MOSELLE,LORRAINE,882125,2413775,4532Z,Commerce de détail d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
062.01090,RECUP'AUTO GROBEN MICHEL,41788752800012,25 rue Nationale,57800,COCHEREN,MOSELLE,LORRAINE,929801,2470000,4532Z,Commerce de détail d'équipements automobiles,,
056.02124,aut'occas,48250707600024,granges,15270,LANOBRE,CANTAL,AUVERGNE,614956,2048770,4532Z,Commerce de détail d'équipements automobiles,,
252.00009,CASSE AUTO RAVIER,48409504700011,23 AVENUE MAURICE THOREZ,71230,SAINT-VALLIER,SAONE-ET-LOIRE,BOURGOGNE,755833,2184363,4532Z,Commerce de détail d'équipements automobiles,,
074.06766,societe occasoto,57204418800017,88/92 rue Paul de KOCK,93230,ROMAINVILLE,SEINE-SAINT-DENIS,ILE-DE-FRANCE,607100,2431800,4532Z,Commerce de détail d'équipements automobiles,,
072.06942,SOULIGNONNE AUTO CASSE,33170920400019,1 ROUTE DES MOULINS,17250,SOULIGNONNE,CHARENTE-MARITIME,POITOU-CHARENTES,357278,2091163,4532Z,Commerce de détail d'équipements automobiles,,
072.03003,sarl boisseau pieces auto,41840122000011,17 rue rene descartes,86230,SAINT-GERVAIS-LES-TROIS-CLOCHERS,VIENNE,POITOU-CHARENTES,453000,2212974,4532Z,Commerce de détail d'équipements automobiles,,
070.04082,AUTO STOCK PIECES,43790432900012,119 rue pierre beriot,59220,DENAIN,NORD,NORD-PAS-DE-CALAIS,674875,2592854,4532Z,Commerce de détail d'équipements automobiles,,
064.02287,AUTO-CHOC,03702063300014,"55, chemin de La Campanette - CS10075",06802,CAGNES-SUR-MER,ALPES-MARITIMES,PROVENCE-ALPES-COTE-D'AZUR,987886,1863553,4532Z,Commerce de détail d'équipements automobiles,,
064.01030,EUROPIECES,35179086000016,RN 568 Le Pont du Roi et les Arcades,13270,FOS-SUR-MER,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,811248,1829164,4532Z,Commerce de détail d'équipements automobiles,,
063.01752,BING AUTO,35180185700019,"145, boulevard Pierre Lefaucheux",72230,ARNAGE,SARTHE,PAYS-DE-LA-LOIRE,439200,2327700,4532Z,Commerce de détail d'équipements automobiles,,
062.06362,1000 PIECES AUTOS,42159285800011,rue Jean Prouvé,57600,FORBACH,MOSELLE,LORRAINE,932601,2475000,4532Z,Commerce de détail d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
056.00322,CLERMONT DEMOLITION AUTO,79435497700017,CHEMIN de Puy-Long,63000,CLERMONT-FERRAND,PUY-DE-DOME,AUVERGNE,658093,2085945,4532Z,Commerce de détail d'équipements automobiles,,
247.00104,EURL DB AUTO,50846115900016,,71210,TORCY,SAONE-ET-LOIRE,BOURGOGNE,761559,2198494,4532Z,Commerce de détail d'équipements automobiles,,
247.00055,AUTO PIECES 71,39451602500019,,71160,GILLY-SUR-LOIRE,SAONE-ET-LOIRE,BOURGOGNE,710500,2171800,4532Z,Commerce de détail d'équipements automobiles,,
072.04011,SARL OPAL,39896397500014,"BEAUROUX
 LE COTEAU",17430,MORAGNE,CHARENTE-MARITIME,POITOU-CHARENTES,356704,2112863,4532Z,Commerce de détail d'équipements automobiles,,
070.04317,Delhem Cathelle,47708097200037,"376 Pavé Fauvergue
 BP 42",59850,NIEPPE,NORD,NORD-PAS-DE-CALAIS,635600,2634600,4532Z,Commerce de détail d'équipements automobiles,,
068.05970,sud ouest automobiles,72080033300075,3 rue roland garros,31140,AUCAMVILLE,HAUTE-GARONNE,MIDI-PYRENEES,526500,1852500,4532Z,Commerce de détail d'équipements automobiles,,
068.05159,DETAIL AUTO / DALUZ MARIO,34255233800010,ROUTE DE BELPECH,09100,PAMIERS,ARIEGE,MIDI-PYRENEES,540882,1790578,4532Z,Commerce de détail d'équipements automobiles,,
068.04843,CASSE AUTO GIMONTOISE,33977056200017,ZI EMPETRE,32200,GIMONT,GERS,MIDI-PYRENEES,481837,1848315,4532Z,Commerce de détail d'équipements automobiles,,
066.00274,GUIRAUD JEAN PIERRE,81326303658000,,11300,PIEUSSE,AUDE,LANGUEDOC-ROUSSILLON,591500,1786301,4532Z,Commerce de détail d'équipements automobiles,,
065.05480,A LA CASSE AUTO JJ,51375661900013,15 RUE DANIEL CASANOVA,95870,BEZONS,VAL-D'OISE,ILE-DE-FRANCE,591144,2436590,4532Z,Commerce de détail d'équipements automobiles,,
065.03963,SPA,47821590800011,40-42 boulevard de Fontainebleau,91100,CORBEIL-ESSONNES,ESSONNE,ILE-DE-FRANCE,610300,2401200,4532Z,Commerce de détail d'équipements automobiles,,
065.00354,RN 3 AUTOS,41175244700010,,77410,CHARMENTRAY,SEINE-ET-MARNE,ILE-DE-FRANCE,632235,2438909,4532Z,Commerce de détail d'équipements automobiles,,
064.22000,MJS RECUPERATION ENVIRONNEMENT,53050552800022,,83500,LA SEYNE-SUR-MER,VAR,PROVENCE-ALPES-COTE-D'AZUR,888750,1795946,4532Z,Commerce de détail d'équipements automobiles,,
064.05408,JEAY DEMOLITION AUTO,31856897900013,"2575, ROUTE DE BEDOIN",84380,MAZAN,VAUCLUSE,PROVENCE-ALPES-COTE-D'AZUR,823885,1899159,4532Z,Commerce de détail d'équipements automobiles,,
064.00034,Auto Crac,40836569000010,"zi les estroublans 
 avenue de rome n°5",13127,VITROLLES,BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE-D'AZUR,835999,1833000,4532Z,Commerce de détail d'équipements automobiles,9.(a),"Usines destinées au prétraitement (opérations de lavage, de blanchiment, de mercerisation) ou à la teinture de fibres ou de textiles d'une capacité de traitement de 10 tonnes par jour"
062.02502,DERAPAGE PIECES AUTOMOBILES,44796762100015,Rue d'Alsace,88580,SAULCY-SUR-MEURTHE,VOSGES,LORRAINE,943489,2369815,4532Z,Commerce de détail d'équipements automobiles,,
059.01293,CASSE AUTO JACQUINOT,31735274800048,,70000,VESOUL,HAUTE-SAONE,FRANCHE-COMTE,886805,2297979,4532Z,Commerce de détail d'équipements automobiles,,
059.00152,PROPIECES,31197501500018,,25720,BEURE,DOUBS,FRANCHE-COMTE,877700,2251700,4532Z,Commerce de détail d'équipements automobiles,,
056.00379,THOR ROGER,39952131900018,ROUTE DE CHATEAUGAY,63200,MALAUZAT,PUY-DE-DOME,AUVERGNE,655723,2094245,4532Z,Commerce de détail d'équipements automobiles,,
054.02724,AUTO PIECES SENS,42374043000016,,89100,SENS,YONNE,BOURGOGNE,671337,2355681,4532Z,Commerce de détail d'équipements automobiles,,
054.02120,SARL ENTZ,33252546800036,ZONE ARTISANALE,21560,ARC-SUR-TILLE,COTE-D'OR,BOURGOGNE,815777,2264695,4532Z,Commerce de détail d'équipements automobiles,,
052.07089,COUTRAS CASSE AUTO,44378280000017,"124, les grands rois route de montpon",33230,COUTRAS,GIRONDE,AQUITAINE,406017,2007679,4532Z,Commerce de détail d'équipements automobiles,,
052.00108,recup autos 24,38254020100011,"RN 2089
 Montanceix",24110,MONTREM,DORDOGNE,AQUITAINE,462537,2016189,4532Z,Commerce de détail d'équipements automobiles,,
033.00098,SAS LPNMCCL AUTO PIECES AVALLON,52392066800036,,89200,AVALLON,YONNE,BOURGOGNE,718463,2278201,4532Z,Commerce de détail d'équipements automobiles,,
066.01399,BANYOLS RENE CASS'AUTO 66 SARL,30934495000022,Route de Saint-Martin,66200,ELNE,PYRENEES-ORIENTALES,LANGUEDOC-ROUSSILLON,652451,1732939,4532Z,Commerce de détail d'équipements automobiles,,
066.01109,SARL ESPSOSITO PIERRE,33018802000029,151 RUE DE LA CAVALADE,34000,MONTPELLIER,HERAULT,LANGUEDOC-ROUSSILLON,724469,1846191,4532Z,Commerce de détail d'équipements automobiles,,
066.01103,AUTO EXPRESS,78417498900029,859 RUE DU MAS ST PIERRE,34070,MONTPELLIER,HERAULT,LANGUEDOC-ROUSSILLON,724469,1846191,4532Z,Commerce de détail d'équipements automobiles,,
062.07681,FRANCAIS FRERES,34105906100018,Z.I. Camp de Trois Fontaines,55000,ROBERT-ESPAGNE,MEUSE,LORRAINE,798300,2419700,4532Z,Commerce de détail d'équipements automobiles,5.(a),Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
058.02557,Sté ROUEN AUTOMOBILES SERVICES (RAS),38079572400026,"1 rue du pré aux boeufs
 B P 494",76800,SAINT-ETIENNE-DU-ROUVRAY,SEINE-MARITIME,HAUTE-NORMANDIE,510610,2486257,4532Z,Commerce de détail d'équipements automobiles,,
056.00043,CASSE 03,33884616500029,Route du Pont de la Vallée,03120,DROITURIER,ALLIER,AUVERGNE,706600,2137700,4532Z,Commerce de détail d'équipements automobiles,,
055.03493,LE HIL AUTOMOBILES (SARL) (ex BRIAND),48353590200017,"Za le Hil
 1 chemin de Lorrière",35230,NOYAL-CHATILLON-SUR-SEICHE,ILLE-ET-VILAINE,BRETAGNE,301501,2345532,4532Z,Commerce de détail d'équipements automobiles,,
051.03600,AXIOMAUTO,52788711100013,90 RUE MABERLY,80000,AMIENS,SOMME,PICARDIE,597099,2544586,4532Z,Commerce de détail d'équipements automobiles,,
055.01455,AUTO PIECES 35,44937627600019,ZA La Montgervallaise,35520,LA MEZIERE,ILLE-ET-VILAINE,BRETAGNE,296019,2365675,4532Z,Commerce de détail d'équipements automobiles,,
055.03590,SARL AUTO PIECES 22,43228237400011,Zone artisanale de Kérampichon,22300,LANNION,COTES-D'ARMOR,BRETAGNE,173434,2430606,4532Z,Commerce de détail d'équipements automobiles,,
055.15326,AUTO CASSE LE GOFF,34091801000018,KERMANAC'H,29270,SAINT-HERNIN,FINISTERE,BRETAGNE,156526,2374473,4532Z,Commerce de détail d'équipements automobiles,,
